target,stage,rep,fold,chosen,auc_sel,fixed,auc_fix,n_pos,n_neg
focal,N3,2,4,DAR,0.683561872909699,DAR,0.683561872909699,460,260
focal,REM,2,4,log_delta,0.7465398979919098,TAR,0.7269804156881408,593,815
focal,W,3,0,TAR,0.7703081626199093,TAR,0.7703081626199093,745,955
focal,N1,3,0,log_delta,0.8058827852587396,log_delta,0.8058827852587396,695,881
focal,N2,3,0,log_delta,0.7152937779355235,DAR,0.6738855367931774,673,741
focal,N3,3,0,DAR,0.6728641276376737,DAR,0.6728641276376737,464,268
focal,REM,3,0,log_delta,0.7470118130457113,TAR,0.7165300462249615,590,825
focal,W,3,1,TAR,0.7825442298555019,TAR,0.7825442298555019,740,967
focal,N1,3,1,log_delta,0.8035672178623262,log_delta,0.8035672178623262,682,883
focal,N2,3,1,log_delta,0.7146444991226437,DAR,0.7083824293458549,665,767
focal,N3,3,1,DAR,0.6893655701788461,DAR,0.6893655701788461,464,278
focal,REM,3,1,log_delta,0.7604360547981958,TAR,0.7373778023710114,579,824
focal,W,3,2,TAR,0.7771520777020327,TAR,0.7771520777020327,708,997
focal,N1,3,2,log_delta,0.8042092331672779,log_delta,0.8042092331672779,659,919
focal,N2,3,2,log_delta,0.7199619062579771,DAR,0.7224144363500697,635,802
focal,N3,3,2,DAR,0.701655615992377,DAR,0.701655615992377,445,283
focal,REM,3,2,log_delta,0.7734330026430015,TAR,0.7316807220562468,558,853
focal,W,3,3,TAR,0.7700758211627776,TAR,0.7700758211627776,740,966
focal,N1,3,3,log_delta,0.7860281533047441,log_delta,0.7860281533047441,698,894
focal,N2,3,3,log_delta,0.686215921397517,DAR,0.702758856120415,676,754
focal,N3,3,3,DAR,0.6798039931481845,DAR,0.6798039931481845,478,298
focal,REM,3,3,log_delta,0.7311258529348545,TAR,0.7272778997677742,578,821
focal,W,3,4,TAR,0.7608454900093303,TAR,0.7608454900093303,758,953
focal,N1,3,4,log_delta,0.8114332795849466,log_delta,0.8114332795849466,711,874
focal,N2,3,4,log_delta,0.7299140730181357,DAR,0.7083650114833293,690,732
focal,N3,3,4,DAR,0.7208672515916505,DAR,0.7208672515916505,482,262
focal,REM,3,4,log_delta,0.7680486798679869,TAR,0.7157789096217314,606,832
focal,W,4,0,TAR,0.7588344621111884,TAR,0.7588344621111884,731,976
focal,N1,4,0,log_delta,0.8112962962962964,log_delta,0.8112962962962964,675,896
focal,N2,4,0,log_delta,0.7300216150501341,DAR,0.7030523247345699,661,779
focal,N3,4,0,DAR,0.6868234129016836,DAR,0.6868234129016836,454,258
focal,REM,4,0,log_delta,0.7658587503306791,TAR,0.7166844737743345,569,857
focal,W,4,1,TAR,0.7721870169798671,TAR,0.7721870169798671,729,978
focal,N1,4,1,log_delta,0.7893733748325584,log_delta,0.7893733748325584,686,888
focal,N2,4,1,log_delta,0.6971117454109632,DAR,0.695375086734372,664,764
focal,N3,4,1,DAR,0.6874401711808097,DAR,0.6874401711808097,472,301
focal,REM,4,1,log_delta,0.7586611069620778,TAR,0.7498838270682932,585,824
focal,W,4,2,TAR,0.786944846221983,TAR,0.786944846221983,744,959
focal,N1,4,2,log_delta,0.8076202805997162,log_delta,0.8076202805997162,697,891
focal,N2,4,2,log_delta,0.69770824745537,DAR,0.6933938706915687,671,752
focal,N3,4,2,DAR,0.7073180442745661,DAR,0.7073180442745661,460,273
focal,REM,4,2,log_delta,0.7469650876430538,TAR,0.728134765422901,590,819
focal,W,4,3,TAR,0.7646045485403936,TAR,0.7646045485403936,720,982
focal,N1,4,3,log_delta,0.8176555405976138,log_delta,0.8176555405976138,672,902
focal,N2,4,3,log_delta,0.7286947206726493,DAR,0.7154761904761904,651,760
focal,N3,4,3,DAR,0.7079298359065556,DAR,0.7079298359065556,445,278
focal,REM,4,3,log_delta,0.7665303522255559,TAR,0.7149644486457605,580,839
focal,W,4,4,TAR,0.7791840239132508,TAR,0.7791840239132508,767,943
focal,N1,4,4,log_delta,0.7849450320846201,log_delta,0.7849450320846201,715,874
focal,N2,4,4,log_delta,0.7119772530481383,DAR,0.7062495612084904,692,741
focal,N3,4,4,DAR,0.6729212183523968,DAR,0.6729212183523968,502,279
focal,REM,4,4,log_delta,0.7420875505227645,TAR,0.7198116043691754,587,816
